score,sentence,rating,vote
0.9949,"MICROPHONE SOUND QUALITY
(Scale 1-9, 9=Super):
-----------------------------

(1) Panasonic KX-TCA430 rated 8
- Comments: ""Sounds a little better than the rest""

(2) NoiseHush NX70-11825 rated 7
- Comments: ""Sounds good""

(3) Cellet EP350 rated 7
- Comments: ""Sounds good""

(4) Rocketfish RF-HF22 rated 7
- Comments ""Sounds good""

(5) Plantronics M214C rated 3-5
- Comments: ""Clearish but more clickie and electrical sounds after repeated tests""

(6) Dynex DX-HP01 rated 2-3
- Comments ""No good""

EARPIECE SOUND QUALITY
(Scale 1-9, 9=Super):
-------------------------

(1) Panasonic KX-TCA430 rated 7-8
- Comments: ""Clear, not too loud""

(2) NoiseHush NX70-11825 rated 6-7
- Comments: ""Really quiet, clear""

(3) Cellet EP350 rated 4-6
- Comments: ""Seemed too loud, clear though""

(4) Rocketfish RF-HF22 rated 6-7
- Comments ""Little loud, understood better than Dynex, though""

(5) Plantronics M214C rated 7
- Comments: ""Quiet, clear""

(6) Dynex DX-HP01 rated 5-6
- Comments ""Comfortably loud, clear enough""

COMFORT (Scale 1-9, 9=Super):
-------------------------------

(1) Panasonic KX-TCA430 rated 6
- High quality cushion
- Swively on the ear and head for better fit
- Non earpiece side has unusual pillowy shape

(2) NoiseHush NX70-11825 rated 5-6
- Cushion is simply foam
- Swively on the ear and head for better fit

(3) Cellet EP350 rated 3-5
- Cushion is simply foam
- Someone said, ""feels cheap, tiny, and pokie""
- Not much swiveling on non ear cup side

(4) Rocketfish RF-HF22 rated 2-5
- Cushion is simply foam
- A lot of head squeeze

(5) Plantronics M214C rated 6-7
- High quality cushion
- Swively on the ear and head for better fit
- Non ear cup side has small contact spot on head

(6) Dynex DX-HP01 rated 2-5
- Cushion is simply foam
- A lot of head squeeze

MISC FEATURES:
------------------

(1) Panasonic KX-TCA430
- Volume control: Y
- Mute button: Y
- Hangup/Answer button: Y

(2) NoiseHush NX70-11825
- Volume control: Y
- Mute button: N
- Hangup/Answer button: Y

(3) Cellet EP350
- Volume control: N
- Mute button: N
- Hangup/Answer button: Y

(4) Rocketfish RF-HF22
- Volume control: N
- Mute button: Y
- Hangup/Answer button: Y

(5) Plantronics M214C
- Volume control: Y
- Mute button: Y
- Hangup/Answer button: N

(6) Dynex DX-HP01
- Volume control: Y
- Mute button: n/a*
- Hangup/Answer button: n/a*

*button didn't work (quality issue I assume)

SUMMARY:
----------

Keep in mind a bad test experience can be due to just bad luck in a quality control roll of the dice.",3.0,0
0.9948,"<div id=""video-block-R2U6Y85TQLB35V"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1pAT2vY6fS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/81P7E18oPKS.png"" class=""video-slate-img-url"">&nbsp;very heavy good built you will see in video I buyed these speakers a year ago at a store and they sound really good i love them but if there was a 1 inch tweeter id be even more happy with them but these speakers for the price is the best deal i can find i'm a audio file but best speakers i own i will get a second pair of these they are that good clean clear audio good bass but still need a subwoofer with them and wow just buy them best speakers that you will ever get for the price!",5.0,0
0.9947,"The auto focus is really great and so are the auto-exposure modes (I was previously an ALL-MANUAL guy.)

Laundry list of things I like:

Manual or auto-focus

Manual or multiple auto exposure modes

Depth of field preview

Delay timer for tripod work without cable release (or remote control)

Uses all Pentax K-mount lenses including my old M-series and A-series lenses that I love

Wonderfully ergonomic -- all the buttons where you want them, great grip (for right-handers)

Fast continuous shooting mode

Easy to use and logical menus and functions (I've only rarely needed to consult the manual)

Display screen is wonderfully large, bright, and clear; and you can zoom (to 12X) and pan the images -- so you can really make a good judgment about deleting an image

Viewfinder is bright and clear, seems to be about 95% of final image

I love the 18-55 zoom and 50-200 zoom lenses (I still want the 14mm)

Download is fast and simple

Everything is small and lightweight

I put Li-I batteries into the camera last August and they still read as fully-charged (this is after ballpark 2000 photos, 20+ downloads, and hundreds of flashes -- amazing!)

I get all the flexibility I want AND my techno-phobic wife can easily use it (!!!)

The only feature I've even considered that it doesn't have is mirror lock-up.",5.0,6
0.9947,"I am not a binocular expert but over my years i have bought several sets of them, for the first time i feel like i have gotten my moneys worth, they are crystal clear and the magnification seems to be just about correct, it feels good to hold, comfortable around the eyes and operates smooth, seems to be of very high quality and  i am very pleased, not often do i feel so completely satisfied with a purchase, i have read about people saying about all kinds of technical stuff maybe just to feel important, just saying it like it is they are crystal clear and works extremely smooth, magnification is fantastic, hope this helps",5.0,149
0.9947,"I bought this tv from walmart on friday the 7th of january 2011 i was actually going to buy another tv i think acer but instead say this and i think i was going to also buy another tv but i mean when something is meant to be ""God"" will let you know so i pick this up from walmart except the model DP19640 the thing i like the most about this tv is that you can use it has a computer monitor using the vga port or you can switch to tv and watch cable tv or you can play video games on it i have the new xbox slim 4gb and i bought an hdmi cable from here amazon cheap almost 5 dollars and hook it to this tv with my xbox man the picture is incredible and the sound i mean this is hdtv to the maximum i mean the picture clarity is really great even when watching tv i get digit channels from my cable network free this is a great tv you can save money by using it as a computer monitor,watch tv,switch to hdmi for your xbox 360 or ps3 and component cable this is a great tv plus its 19 inch too so you can move it about easily this is a great tv i would definetly recommand and get a new one too if i had too the same exact brand nothing different same size everything.",5.0,2
0.9947,"The 6490 3 way acoustic supsension speaker's frequency response ranges from 45-23,000 Hz which is accomplished thru the use of its 3 way acoustic suspension designed main 8 inch woofer audio driver, its secondary 4 inch mid range audio driver and its 7/8 inch quality audio sound balanced ferro-fluid dome tweeter;

the 8 inch main woofer audio driver has a contrasting flexible high compliance pearl whit colored high excursion long throw cone woofer audio driver with a cloth surround and also an inverted dust cover with silver colored trim ring, the mid range audio driver is a 4 inch ferro fluid cooled pearlized white coated cone type with inverted dust cover with silver colored trim ring; the 7/8 inch balanced dome tweeter is also ferro fluid cooled audio tweeter driver with silver colored trim ring;

the speakers audio drivers are magnetically shielded with gold plated banana plug compatible audio terminal jacks in the back of speaker; the black satin audio grilled cloth is acoustically transparent to cover the front of speaker while helping to protect it from any potential dust pollution in ones listening space;

the audio speakers are rated as a standard 8 ohm audio speaker for use in connecting to ones audio stereo and/or ones 5.1 a/v receiver application; the 6490 3 way acoustic suspension audio speakers are priced as a left/ right audio pair perfect for any standard audio stereo speaker L/R pairing;

they also do not come with any audio speaker wire included; the speaker cabinet is constructed of what is  typically called in the audio speaker construction industry as standard MDF(medium denisty fiberboard) a very sturdy and rigid reinforced high density particle board composite material used in construction of audio speakers;

my previous set of audio speakers were four 2 way KLH model 911 audio speakers with 4.5 inch woofers audio driver with 1/2 inch tweeter audio driver; they were adequate to provide sufficient speaker volume but the 6490 audio speaker sounds much more airy, spacious, full, clear, crisp, detailed, and definitely more open audio speaker characteristic wise quite a bit more pleasant to listen to both audio movies and music content; overall much better than the old 2 way KLH model 911's previous set of four speakers;

another tip and/or technique that I use in order to actually get a much more substantial actual audio bass response from the Yamaha 3 Way Bookshelf Speakers; when used in the already above stated audio configuration is I adjust the Behringer 302 Sound Mixer by sliding its L/R audio input line level volume control knob all the way up while also at the same time sliding/adjusting the L/R audio input low frequency adjustment slider control all the way up to its maximum +15dB slider position; while also at the same time sliding/adjusting the L/R audio input high frequency adjustment slider control all the way down to its -15dB slider position;

this has the very unusually nice audio special effect of introducing and getting much more potentially desirable needed appropriate L/R audio input line levels; now by deliberately over amplifying the above stated audio input L/R audio low line level audio inputs for specifically the low frequencies by +15dB and then also deliberately over attenuating the above stated audio input L/R audio low line level audio inputs for specifically the high frequencies for -15dB also as well;

this directly results in actually getting of course a much more substantially enhanced enjoyable listenable highly desirable actual audio bass response being output from the Yamaha 3 Way Bookshelf Speakers; once the resulting above stated desired appropriately customized audio input L/R audio low line level audio outputs from the Behringer model 302 Sound Mixer are actually fed directly into the accompanying already connected Yamaha RS-201 Stereo receiver's L/R audio low line level audio dual RCA input jacks themselves;

now for those do it yourself audio 3 way upgrade speaker hobbyists this relatively inexpensive pair of speakers makes for a great upgrade project indeed; as the yamaha website speaker data shows the audio crossover frequencies are at 2,500hz and 8,000hz; so it should be fairly easy to plug in a completely pre assembled and completely pre populated printed circuit board crossover and just connect ones audio woofer driver, ones audio mid range driver and ones audio tweeter driver up with relative easy and no muss or fuss at all;

the audio crossover frequency between woofer and midrange audio drivers is 2,500hz and the audio crossover frequency between the mid range and tweeter drivers is 8,000hz.",5.0,5
0.9946,"this is the 9th generation of plasma screen technology for Panasonic...which scores just second to Pioneer according to leading editorial reviews...the Digital Mandate will occur in 2009...the 4 major networks are the only ones federally required to go digital...if your like me and you have DirecTV sattelitte...i know i enjoy about 100 other channels...these other channels are no time soon going to be airing anything HD programming that is 720p or 1080i...but they will be at least required to stream us 480P (progressive) which is the quality of a DVD movie that is played on a progressive scan dvd player, which only benefits if you own at least an EDTV or HDTV...bare with me because i type as fast as i think...we are talking about ""native resolution"" which means the pixels which are all squished together on the screen don't change to accomodate the tv signal so the best thing is to match the tv signal which for most all daytime programming and regular satellite or cable programming will be only 480P and thats not even until 2009 so right now its only 480i, and the best match for that signal is 480p because the only conversion is done inside the tv...if you have a HDTV set with a native resolution of 720p or 1080i or 1080p, the hdtv has to do much more processing of the origianl 480i signal to ""upconvert"" it to match the native resolution of the HDTV...the signal again as i stated earlier for all channels including daytime television is going to be at least 480P but not until 2009.**some clarification**i am giving you a overall viewpoint of video resolution standards so for the super detailed people i cant define EVERYTHING...i am trying to keep it simple...beat in mind another factor...when i say content is only 480i that means the original...only true high definition is material like Lost, CSI which by todays standards is shot with an HD camera to fully realize the potential...older stuff will just be converted at the televison studio and then streamed to us as a 480P signal...Now if your really only watching tv at night the Primetime line up on ABC, CBS, NBC, FOX and have paid extra for your High Definition packages like HBO HD, HDNET, or want to watch NFL football package in HD then...YOU HAVE TO GO TO THE REAL HD TELEVISIONS...that have a native resolution of 720P or 1080i or 1080P...in this case the Extended Definition 480P sets will fall short of excellence...and yes...I own the Panasonic 480P EDTV for my bedroom which is connected to my regular Directv Tivo which is great because watching foodnetwork or cnn or fox news only streams out 480i so i don't benefit from an HD tv set...and for the livingroom i run a Sony rear projection with the native resolution of 720P which is a High Definiton tv and yes...its professionally calibrated to my room lighting specifications...and yes...FOOTBALL ON SUNDAY IN HIGH DEFINITION IS WORTH EVERY PENNY...well there you have it...just depends on what your overall tv watching material is going to be...is it daytime regular stuff that will only max out at 480p in 2009 and most likely stay that way for another good 4-5 years because face it...its not cheap for the cable networks to upconvert all their programming...or will all your watching be...Primetime programming...like Lost, Greys Anatomy, Football HD on sundays, Desperat Houswives, CSI...all these channels benefit from an HD set...and contrary to one opinon...there is a difference...now granted any picture if the tv set is not properly tuned for a good color balance and contrast and brightness setting...anything can look average..so last thought don't ever just assume the picutre you get when you plug it in as the best picture...every set should be slightly adjusted to your likings and to your room...but thats another whole story...email me if you have any questions that you think i could handle...bye",4.0,12
0.9946,"tv is great, good picture, can't beat this tv for the (...) from a club store, trying to find a surround bar for under 200 that will enable me to hear the voices above the sound in movies for its in a large bathroom and running the jetted tub its hard to hear what people say without turning it up real loud, right now i have a computer speaker system hooked up to the headphone jack, i cut the two little speakers off of that system and added two good speakers, but still cannot control adjusting the voices to be heard over the background music like on my living room surround sound, not sure if this tv will work with a 5.1 surround bar or not, tried working with the equalizer inside the tv menu but no difference, i have hd cable, hdmi cables looked great, but had to hook up component cables because i have a toshiba dvd recorder and the hd box keeps giving me that dreaded copyright message you have to turn off when you change channels on the box, of course not the tvs fault, the cable boxes fault, so if you can find this tv for a great price its worth it, for my brother has a samsung and my parents have a 47 in phillips and the samsungs may have a little bit better of a color but not much, im glad i saved the money and bought this phillips, if anybody can help with a recommended surround bar to help hear the voices better please comment, i would love to hear someone that has this tv and the same problem how you fixed it, remember this is in a large bathroom so i just want a soundbar, not a surround sound system, don't hesitate on this tv, although you probably will be hard pressed to get this tv for one grand again, buy it if you can, the remote is just fine for me, i don't understand the big fuss, its not pretty but i have no problems with it, good luck",5.0,0
0.9945,"PROS
*2.1, and the .1 makes a huge difference
*Very compact, ideal for a computer setup
*Easy setup and connectivity, pair once and then you are good to go every time after
*Sleek looking satellite speakers
*AUX input for those who want to enjoy these speakers with older systems or non-Bluetooth devices
*8 watts RMS power total (2 Watts per satellite, 4 Watts for the subwoofer) - the speakers can get pretty loud if you want to rock out but 8W for a computer setup is plenty
*Nice informative instruction manual, doesn't just tell you how to setup the speakers but also gives you tips for making your system sound better
*Nicely packaged and boxed up - doesn't just arrive in a cardboard box, this is a product that was also meant to be marketed on the shelves
*Sounds pretty good, the bass nicely rounds out the system and the ported sub works great
*Very nice volume dial, could set multiple levels at a really low volume which is perfect for listening to music while working in the vicinity of others
*Headphone output jack on front

CONS
*The Bluetooth Blue LED is very bright and stays on once connected to Bluetooth.",5.0,15
0.9945,"Pros:
Great size, very thin and pretty lightweight
Easy to assemble the platform
Picture quality is OK once you tweak it to your likings
Sound quality is OK once tweaking that as well (turn off the AVL bc it just creates background noise)
Have not tried the HDMI ports, but the USB works fine
Came with all needed components and nothing was damaged
It swivels enough to adjust to the angle you want
No glare problem
Cheap but not low quality

Cons:
Takes some adjusting to get the picture/sound you want
Still, the picture is not as vibrant as shown on the box or on here; looks like your average tv but the HD channels are better and Amazon video/Netflix HD and super HD is nice
Cannot program tv to Comcast cable remote; unknown brand so you have to use the tv remote for power/volume

Tips:
*Turn off the AVL, because it just creates background noise (Thanks Amazon tech support)
**I set my picture to these settings: 30 brightness, 80 contrast, 50 color, 0 tint, 50 sharpness, turned off dynamic contrast and chose the warm color temperature
***To assemble, I placed the screen on my satin pillowcase to avoid scratching, but oils from my hair that were on my pillowcase created a lot of smudges on the screen.",4.0,6
0.9944,"<><>EXPECTED PERFORMANCE METER<><>
<Entertainment>
[Excellent] PC Gaming or [Excellent] Facebook Gaming
[Excellent] Social Media surfing (Twitter,Facebook,Linkedin)
[Excellent] Video Chatting (Skype)
[Excellent] Streaming Shows HD (Netlfix,Youtube,Hulu,iTunes)
[Excellent] Music Library (iTunes,Amazon MP3,Lastfm,Spotify)

[Excellent] MS Office
[Excellent] TurboTax, Quickbooks
[Excellent] Education Free Courses (from basic algetbra at Udacity to advance MIT's Open Courseware)
<Express Your Creativity>
[Excellent]Creation (create music recordings, Audacity)
[Excellent] Photoshop editing (Photoshop Elements)
[Average] Video Editing (Sony Vegas/MovieStudio, Adobe Premier)
[Excellent] Website development (Adobe Dreamweaver CS3)

<> No.",3.0,12
0.9943,"- 4x optical zoom
- good metering and good tonal balance - maintains shadow detail
- good natural light white balance, strong and balanced colours
- allows control over cameras internal processing algorithms - saturation, tone, sharpness
- fast lens (F2.0 - F3.0)
- low noise at ISO 50 (keep in mind that ISO 50 for this camera is actually ISO 100 for everyone else; likewise, ISO 100 is in reality closer to ISO 200, etc)
- shooting priority play mode - simply half-press the shutter during playback and you're ready to shoot
- impressive range of manual controls
- very good shot-to-shot times, considering the larger files due to the higher resolution
- nice metallic black finish - i definitely prefer this to the silver finish of other compact cameras
- great fold-out LCD: nice and bright PLUS it folds away when not in use (less likely it'll get scratched)
- fairly good startup time, especially for an extending lens camera
- the manual focus has magnified loupe and ruler readout
- flexible continuous shooting modes (buffer after processing)
- RAW file format maintains 12-bits of data
- ability to turn JPEG shot into RAW during record review
- Compact Flash Type I/II and official Microdrive support
- voice annotation feature
- has a hot-shoe that allows the use of an external flash
- invervalometer (time lapse capability)
- AF assist lamp works well
- has an included IR remote control
- nice optional accessory portfolio to choose from
- excellent battery life
- USB connectivity
cons:
- where's the nine-point AiAF that's standard in Canon's own S50?",5.0,33
0.9943,"I love this sound bar and so does everyone that hears it it has 3 hdmi ports plus one hdmi out that's 4 ports
Everything works just like it should and the ez setup was outstanding
If you have a sony tv it works seamlessly at this price point and 46 inch bar wireless subwoofer there's nothing else to think about unless you want to spend over 500.00 and even at that it will be hard to match
I have it set up in a big family room and it sounds big my wife though I was crazy to replace our older system but speakers were everywhere now we have a clean look and better sound oh and bluetooth sounds great just tap you phone on the bar
Sony thought of everything  and I looked hard to find all these features but nothing came close in price
I don't understand why people say it's great for small rooms it's a 46 inch bar with big sound
I love it and you will to just read the manual for the best set up the manual even underlines the right settings
These are the products Sony is best at so enjoy",5.0,0
0.9943,"Warts aside the camera has had some significant firmware updates, and retains the same X-Trans CMOS sensor that the X-Pro 1 has, even though there are newer models the image quality is virtually identical between all the cameras (at least in raw)

My summary of stronger and weaker aspects of the camera having shot with one for a few weeks now

Good points:

+ Solid build, partial magnesium alloy it's not quite as beefy as the X-Pro 1 but a step up in build v the entry models
+ Good high resolution EVF 2.3 million dot OLED
+ Excellent sensor, good details and dynamic range lots of latitude for raw processing at both ends
+ Very good jpeg processing (in fact much nicer than the newer models) contrast isn't too high, dynamic range is very decent and it doesn't suffer from the aggressive noise reduction new models do
+ Great low light performance (though Fuji are overstating the actual ISO somewhat)
+ Easy to use and mostly intuitive operation Q Menu is very useful and makes most settings within easy reach
+ Some useful features like panoramic sweep, electronic level, option to store up to 7 custom settings
+ AF + MF allows you to manual focus after autofocus (with latest firmware update)
+ Focus peak feature useful for manual focus or using non Fuji lenses with an adapter, 2 levels of magnification
+ Metering and Auto White Balance are mostly on target, appealing tonality and look to images (very subjective but many do like the Fuji look)
+ Traditional range finder feel in both handling and style, shutter speed dial and exposure compensation give a more hands on experience, two buttons can be user set to specific functions

Weaker aspects:

- EVF lags in lower light conditions (quite a bit)
- Rear LCD is a perfectly usable 460k 2.8 panel but it's not up to the newer displays nothing stand out here
- No way to remove the EV compensation on the EVF display (cuts into the image on the left hand side)
- Continuous autofocus isn't great, central AF point only not really suitable for action or moving subjects (at least not moving quickly)
- 2.5mm microphone socket the whole world uses 3.5mm and Fuji picks a non standard size (you can buy an adapter for it)
- No shutter speed setting on the dial for the 1/180 sec flash sync speed.",4.0,5
0.9942,love it love it love it love it love it love it love it love it love it love it love it !....REALLY !,5.0,0
0.9942,"i don't use the black one but the colored one is great- great colours, great build, great quality love how it feels and i get a ton of compliments on it too the black on is nice and if i needed a strap for a smarter occasion it would be perfect.",5.0,0
0.9941,these are awesome earbuds they have amazing sound to theme they are just as clear as sony earbuds and very comfortable i cant feel theme in my ears and they have amazing bass to theme they block out noise very well i cant hear anything outside me when i have these on at about 15 percent volume they are very durable i have had theme for almost 2 years now and they are still working like new the cord is tangle free i don't hardly get any tangles with it the mic is very clear and the one touch button works with both apple and android the earbuds are off asis design to fit better in the ear and the plug is L shaped to make theme more durable overall these are amazing earbuds for the price and i highly recommend theme if your on a budget and need good earbuds these are what i would get thank you if you have any questions make sure to comment and let me know thanks.,5.0,0
0.9941,"- 3x optical zoom, 4x digital
- good metering and good tonal balance - maintains shadow detail
- good natural light white balance, strong and balanced colours
- allows control over cameras internal processing algorithms - saturation, tone, sharpness
- low noise at ISO 50 (keep in mind that ISO 50 for this camera is actually ISO 100 for everyone else; likewise, ISO 100 is in reality closer to ISO 200, etc)
- compact and lightweight, considering this camera's capabilities (4.4 x 2.3 x 1.7 in, 11.1 oz)
- excellent build quality - solid 'brick like' feel - no creaks or rattles and a good positive feel to external controls
- nice metallic black finish - i definitely prefer this to the silver finish of other compact cameras
- the LCD monitor is also big (1.8"") for this class of camera - gives good live preview and review even in well lit situations
- shooting priority play mode (a half-press of the shutter release always returns to shooting)
- excellent range of manual controls
- fast shot-to-shot times
- fairly good startup time, especially for an extending lens camera
- the manual focus has magnified loupe and ruler readout
- flexible continuous shooting modes (buffer after processing)
- RAW file format maintains 12-bits of data
- ability to turn JPEG shot into RAW during record review
- Compact Flash Type I/II and official Microdrive support
- voice annotation feature
- invervalometer (time lapse capability)
- AF assist lamp works well
- USB connectivity
cons:
- average macro performance
- vignetting at wide angle and maximum aperture
- nine-point AiAF not available in P, TV, AV, M or C exposure modes
- average flash performance
- the four-way jog dial is not easy to use - pressing ""SET"" takes practice
- you'll need to remove from tripod to open the battery/CF compartment
- lens slow at telephoto (F4.9)
- AF Assist lamp doesn't have enough power at telephoto zoom
- limited apertures at telephoto
- zoom controller does not have enough steps / multiple zoom speed
- some barrel distortion at wide angle
this is a fantastic camera - highly recommended.",5.0,6
0.994,SO FAR SO GOOD 3 WEEKS USING 1 OF 3 UNITS Using This AT-163 On Older 14-16'' TV  AT  BUDS DEER CAMP Near Clinton County Pa  Past We Only Able To Get Just 1 Station That Was 40% Snowy & Static  Now We POINT & Run A Channel Scan North E/West  We Only Gets 2-3 Ch Cartoons/Cook World News /Old Game Shows Those Not Worth Watching  IF Pointed SOUTH Towards Altoona Pa Like 40+ Mi Away Scan Takes 5-6 Min Able To Gets 7 CH out The 7 Station 3-1 3-2 //10-1 10-2 10-3 // 23-1 23-2  OUT Ch We Able Tune In LAFF / Escape & Grit TV  Love It We Able Watch The Local News + Local Weather  & Then Able View Some Of Those Older Tv Shows & Films We Sure Like Those Westerns  It Is Not Bad Set Up Crystal Clear Screen No Static At 50-52% Single Strength The Antenna Only 3 feet Due Fact It Was Winter  We Unable Mount On Top Camp Roof  Will Try Has It  15+ feet After Get Mounted Going To Try Mount Antenna 4 Feet Above Tin Metal Roofing  I Has Dish-Tv  Sat-Tv Only Tv Get Here No Poles  Dishtv Getting Too Salty Pay $65 This Is Too Much  Live Above East Freedom Pa Soon Im Going Cut The Cable  Now We Test One Passed Flying Colors At The Deer Camp  We All Is Vary Happy This Set Up  Oh I Did NOT Use Cable In Kit  I Use RG-6 Cable has An Orange Jacket It Used 4 Under Ground Inside Drop Cable  We Used Run TV Cable In past Yrs I Had Luck Able Pick Up Few Used Spool's Gots 1000's Feet Left  I Had Made Up 1x 50-60 ft For Outside Antenna Hooks On Too The Rotor Black Box Then We Has 4Ft Jumper Cables 163 Box Then 2nd 4ft To The Rear Of  TV  I Was Told B4 I Ever Order Those Antennas  Was Buy All New RG6 Cable Whats Included Kit Was A White 30+ft  This Kinda Thin 4 My Liking  And Since I Has Rg-6 Cable with Tool  I Hooked 1st One Up  Was No Issues  Besides One Was Missing Package Of Metal Screws  I Got Lucky I Ordered 3 kits Just Had 2 Borrow Screws Bolts Off Another Unit I Just Needs To Call Order Pk Screws B4 I Install One Here Be Spring Summer Project  Going Try Raise Mine 48-50 Feet Since Used My Home Go On Line TvFOOL.COM  My Best Results  Was 43-48 ft  So I'm Going High As I Possible Can  Bonus I'm Living On Top Of This Rock Like 2000+ Feet  I Hoping This Helps Able Pull In All Stations In 50+ Mile Area Happy If I'm Able Watch All Of My Shows  Be Nice Not Having Shell Out $65 Ea Month  We All Could Use That Extra $$  Crazy What Some Pay Watch 1-2 Hr Tv A day Not Right Only Too Watch The Vary Same Re-Runs We Seen Last 20+ Yrs Only So Many Times One Able Watch The Same Show / Movie,4.0,0
0.994,"I don't even look through the viewfinder obviously, because I'm driving, but like I said, with lots of practice, you can time your shots and get the framing you want for most shots- It's more of a special occasion lens system- as the lensbaby look isn't for everyone, or for every subject- but I've found it works really well for the look I'm after which includes blur motion, sharper subject capture, with great ethereal lensbaby colors and softness- you just have to try it to see what I mean- Also, it's great for certain looks of certain subjects- for instance, Kathleen Clemmons uses the lensbaby and macro filter to get absolutely great shots of flowers- a subject particularly well suited to the soft lensbaby look- check out her work to see what I mean-

I Mostly use the double glass and the f-stop 4-8 or so occasionally using the f/2- I don't bother with the smaller f-stops like f-22-16 as I'm not as crazy about the look of shots at those smaller f-stops- it approaches regular lens look by those f-stops in my opinion- I want the soft, cool colors you get with the larger f-stops",4.0,0
0.994,"Waterproof Camera Float , Insten Floating Wrist Strap Perfect for Underwater GoPro Hero 3+, Hero 4, Galaxy S7, Xperia Z5, Coolpix AW130, Olympus TG-4, TG-870, PowerShot D30, DSC-TX30, XP80, Yellow
by INSTEN

perfect outdoor photography accessory for my action camera..this one is great for water activities use..this has a good texture for great grip..it has all stuffs of parts that is very useful on installing my action camera with it.made with good quality material..waterproof..and very secure..im happy i got this for my own..i am satisfied with my purchase..i recommend this product to you

I received this product from the seller for free or at a discounted price for the purpose of a fair and honest review for future sellers.",5.0,0
0.9939,"*Technically this is still not the iPod Video, this is still an iPod with video playback; rumors are still buzzing about a Widescreen iPod, but still no official word*

NEW:
-Longer battery life
-Games
-iTunes 7 has movies
-Search feature
-Larger capacity
-Brighter screen

GOOD:
-Great build
-Bright screen
-Battery life on video is double what it was before
-Great interface
-Innovative search
-Games are pretty fun
-Excellent design
-Minimal buttons
-Oodles of potential accessories

BAD:
-Still scratches easily
-Prone to fingerprints
-Sometimes a little sluggish (not as much as before)
-Battery isn't removable
-Still no FM tuner, line-in, or voice record
-Expensive accessories (not many in box)
-Cheap earbuds

BOTTOM LINE: Still at the top of its game months after its original release, and the minor upgrades and tweaks keep this the best MP3 player on the market.",5.0,302
0.9939,"Pros
+ Nice portable form factor that easily connects via USB
+ USB powered, no A/C required, which is great for portability
+ Works well on Windows Vista, XP and Mac OS X
+ Easy to set up disk encryption for security and privacy
+ Nice looks, in my opinion better looking than the new essentials version
+ Turns on and off with your computer or easily ejected via system tray
+ Easy plug-and-play installation
+ Integrates nicely with my growing stable of WD MyBook drives
+ Included software may be useful for some novices
+ 250 GB capacity is just about right for most users
+ At this price, a better value than the 320GB passport

Cons
- Somewhat slow file transfer speeds for larger backups
- Included software not useful for power users
- Shiny body attracts scratch, fingerprints and dust
- Have to spend your cash to get a case that should have been included
- Larger sizes available

Conclusion

This drive is great or those who want a portable drive for backups on the run.",4.0,20
0.9938,"Dive Buoy, BESTEAM Floating Waterproof Hand Grip for All GoPro HERO Cameras
by BESTEAM

perfect outdoor photography accessory for my action camera..this one is great for water activities use..this has a good texture for great grip..it has all stuffs of parts that is very useful on installing my action camera with it..you get
1 Floating Hand Grip
3  Long screw
1 High Quality Wrist strap
1 Carabiner, 1 x Wrench,
1 Universal Conversion Adapter,
1 Dual Heads Holder Adapter Mount
..they are all made with good quality material..waterproof..and very secure..im happy i got this for my own..i am satisfied with my purchase..i recommend this product to you

I received this product from the seller for free or at a discounted price for the purpose of a fair and honest review for future sellers.",5.0,0
0.9937,"However, as my 40 inch TCL before choosing I read every comment, for and against, I must say that the prices compare tv Samsung, LG, Visio, Sharp, and every comment in favor of these tv at the end chooses TCL and definitely the best choice is TCL, the sound is good contrary to what I read, the color is excellent I have not calibrated, for my taste, I think it is well manufactured, the picture is beautiful and the size of the TV is fantastic, easy to set up, I love this TV if you want a TV in very good quality and good price is the best option TCL 40 inch, does not regret the choice, thanks Amazon.",5.0,0
0.9937,"Audio Quality At It;s Best Just Got The Koss UR-20 Home Headphones
Best Stereo Headphones I've Got In A Long Time Amazing Sound From
A HI-FI Stereo System Especially With Charity Full Range Bass Wide Range
Bass, I Like The Fact That It Is Only One Corded Wire Very Nice 8ft, Solid
Audio Plug, These Are Huge A Lot Of Room For Ear Space Like Earmuffs
Very Secure On Your Head While Listening To CD Or Vinyl Music, Not Bad
For A Good Price Under $20 Bucks Most Headphones Cost More Than This
Sony,Phillips, Beats By Dre, And JBL $300 At The Most On Amazon & Ebay
This One Is The Best Out Of All Of Them, I Would Recommend Anyone To
Get KOSS UR-20 Overalll AMAZING !!!!!!!",5.0,2
